No,Kode Paket,Kode Provinsi,Kode Kabupaten,Sumber Dana,Kategori,Tahun Anggaran,Evaluasi,Penilaian
3442,287156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3443,287168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3444,287172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,11,Buruk
3445,287173,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,14,Buruk
3446,287181,Kalimantan Selatan,Banjarmasin (Kota),APBD,Jasa Konsultansi,2012,14,Buruk
3447,287282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3448,287315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3449,287355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3450,287365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3451,288103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3452,288107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3453,288156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3454,288168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3455,288172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3456,288173,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,11,Buruk
3457,288181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3458,288282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3459,288315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,8,Baik
3460,288355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3461,288365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3462,289103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3463,289107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3464,289156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3465,289168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3466,289172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,13,Buruk
3467,289173,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,13,Buruk
3468,289282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3469,289355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3470,289365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3471,290103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3472,290107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3473,290168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3474,290172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,7,Baik
3475,290173,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,13,Buruk
3476,290282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3477,290315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3478,290355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3479,290365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3480,291103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3481,291107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3482,291156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pengadaan Barang,2012,16,Sangat Buruk
3483,291168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3484,291172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,9,Baik
3485,291173,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,13,Buruk
3486,291282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3487,291315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3488,291355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3489,291365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3490,292103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3491,292107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3492,292156,Sumatera Selatan,Ogan Komering Ilir (Kab.),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,14,Buruk
3493,292168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3494,292172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,12,Buruk
3495,292173,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,13,Buruk
3496,292282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3497,292355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3498,292365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3499,293107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3500,293156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pengadaan Barang,2012,14,Buruk
3501,293172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3502,293181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,11,Buruk
3503,293282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3504,293315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3505,293365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3506,294103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3507,294107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3508,294156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3509,294172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3510,294173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3511,294181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3512,294282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,16,Sangat Buruk
3513,294315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3514,294365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3515,295107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3516,295156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3517,295168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3518,295172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3519,295173,Sulawesi Utara,Manado (Kota),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,14,Buruk
3520,295282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3521,295355,Kepulauan Riau,Natuna (Kab.),APBD,Pengadaan Barang,2012,10,Baik
3522,296103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3523,296107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3524,296156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3525,296168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3526,296172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3527,296173,Sulawesi Utara,Manado (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3528,296181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3529,296282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3530,296365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3531,297103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3532,297107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3533,297156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3534,297168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3535,297172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3536,297181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
3537,297282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3538,297355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3539,297365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3540,298103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3541,298107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3542,298156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3543,298168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3544,298172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3545,298173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
3546,298181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,10,Baik
3547,298282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3548,298355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3549,298365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3550,299103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3551,299107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3552,299156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3553,299168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3554,299172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3555,299181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,11,Buruk
3556,299282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3557,299315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3558,299355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,8,Baik
3559,300103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3560,300156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3561,300168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3562,300172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
3563,300173,Sulawesi Utara,Manado (Kota),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,11,Buruk
3564,300181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,10,Baik
3565,300282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3566,300315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3567,300355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3568,300365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3569,301103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3570,301156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pengadaan Barang,2012,18,Sangat Buruk
3571,301168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3572,301172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
3573,301173,Sulawesi Utara,Manado (Kota),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,13,Buruk
3574,301181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,13,Buruk
3575,301282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3576,301315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3577,301355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3578,301365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3579,302103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3580,302156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3581,302168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3582,302172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3583,302173,Sulawesi Utara,Manado (Kota),Pinjaman/Hibah Luar Negeri,Pengadaan Barang,2012,14,Buruk
3584,302181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3585,302282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3586,302315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3587,302355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,9,Baik
3588,302365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3589,303103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3590,303107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3591,303172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3592,303173,Sulawesi Utara,Manado (Kota),Pinjaman/Hibah Luar Negeri,Pengadaan Barang,2012,14,Buruk
3593,303181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,11,Buruk
3594,303282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3595,303315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3596,303365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3597,304103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3598,304107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3599,304168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3600,304172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3601,304282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3602,304355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3603,304365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3604,305103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
3605,305107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3606,305156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3607,305168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3608,305172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
3609,305173,Sulawesi Utara,Manado (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3610,305181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,8,Baik
3611,305282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,6,Baik
3612,305315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3613,305355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3614,305365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3615,306103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3616,306107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3617,306142,Sumatera Selatan,Pagar Alam (Kota),APBN,Jasa Konsultansi,2012,13,Buruk
3618,306156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3619,306168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3620,306172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,10,Baik
3621,306181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3622,306315,Kalimantan Selatan,Hulu Sungai Tengah (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3623,306365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3624,307103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3625,307107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3626,307156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3627,307168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3628,307172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
3629,307181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
3630,307251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3631,307282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pekerjaan Konstruksi,2012,6,Baik
3632,307355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3633,307365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3634,308103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3635,308107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3636,308156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3637,308168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3638,308172,Kalimantan Selatan,Tanah Laut (Kab.),APBD,Pengadaan Barang,2012,8,Baik
3639,308173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3640,308181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3641,308251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3642,308355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3643,308365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3644,309103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3645,309107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3646,309156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
3647,309168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
3648,309172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3649,309173,Sulawesi Utara,Manado (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3650,309181,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
3651,309251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3652,309355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3653,309365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3654,310103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3655,310107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3656,310156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3657,310168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Jasa Konsultansi,2012,14,Buruk
3658,310172,Kalimantan Selatan,Tanah Laut (Kab.),APBN,Pekerjaan Konstruksi,2012,12,Buruk
3659,310173,Sulawesi Utara,Manado (Kota),Pinjaman/Hibah Luar Negeri,Pekerjaan Konstruksi,2012,14,Buruk
3660,310181,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pekerjaan Konstruksi,2012,10,Baik
3661,310282,Kalimantan Selatan,Hulu Sungai Selatan (Kab.),APBD,Pengadaan Barang,2012,16,Sangat Buruk
3662,310355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3663,310365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,10,Baik
3664,311103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3665,311107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
3666,311156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3667,311168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
3668,311173,Sulawesi Utara,Manado (Kota),APBN,Pengadaan Barang,2012,14,Buruk
3669,311181,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pekerjaan Konstruksi,2012,11,Buruk
3670,311251,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,12,Buruk
3671,311355,Kepulauan Riau,Natuna (Kab.),APBD,Pekerjaan Konstruksi,2012,14,Buruk
3672,311365,Kepulauan Riau,Kepulauan Anambas (Kab.),APBD,Pekerjaan Konstruksi,2012,13,Buruk
3673,312103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
3674,312107,Sumatera Selatan,Muara Enim (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
3675,312156,Sumatera Selatan,Ogan Komering Ilir (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
3676,312168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
